zaibatsu_sistem_title;Формирование системы Дзайбацу;X;;;;;;;;;;;
zaibatsu_sistem_desc;Индустриализация японской экономики требовала создания с нуля современной индустрии (кораблестроение, производство пороха, цемента, стекла, хлопка и т. д.). Задачи такого масштаба частный капитал потянуть не смог, и ими пришлось заниматься правительству. Масштабные госинвестиции 1870-х позволили Японии решить эти задачи, однако привели к росту инфляции, что заставило правительство искать пути снижения госрасходов. В начале 1880-х годов правительство решило оставить в своем управлении только стратегические отрасли (кораблестроение, производство оружия,железные дороги, телеграф и т. д.), а активы в остальных отраслях продать, как правило по низкой выкупной стоимости, связанным c правительством торговым группам Мицуи, Мицубиси, Сумитомо и Ясуда, что привело к формированию в Японии системы дзайбацу.;X;;;;;;;;;;;
zaibatsu;Система Дзайбацу;X;;;;;;;;;;;
zaibatsu_desc;Термин Дзайбацу использовался c XIX до первой половины XX века для именования больших семей, контролирующих банковские и индустриальные объединения в Японии;X;;;;;;;;;;;
agrarian_reform_1872_title;Аграрная реформа 1872—1873;X;;;;;;;;;;;
agrarian_reform_1872_desc;"Перед новым правительством встала задача ускоренного укрепления страны в экономическом и военном отношении, сформулированная лидерами Мэйдзи в виде лозунга ""создание богатой страны и сильной армии"". Важнейшим шагом к осуществлению этой политики была аграрная реформа 1872-1873 гг., которая имела далеко идущие социальные последствия. Реформа, закрепившая новые, сложившиеся уже к тому времени поземельные отношения, привела к ликвидации феодальных прав на землю. Земля превратилась в отчуждаемую капиталистическую собственность, облагаемую единым поземельным налогом в пользу государственной казны. Если крестьяне, наследственные держатели земельных участков, получали их в собственность, то крестьяне-арендаторы никаких собственнических прав на землю не приобрели. Право собственности на заложенную землю было признано за теми, кому эта земля была заложена. У крестьян была изъята и общинная земля - луга, леса, пустоши. Реформа, таким образом, способствовала сохранению кабальных условий земельной аренды, дальнейшему обезземеливанию крестьян, расширению землевладения так называемых новых помещиков, которые скупили впоследствии и большую часть общинной земли, объявленной по реформе государственной, императорской собственностью.";X;;;;;;;;;;;
japan_land_tax_title;Земельный налог;X;;;;;;;;;;;
japan_land_tax_desc;В 1873 году в Японской империи был введён единый земельный налог, размер которого независимо от урожая составлял 3 % от стоимости земли. Подати рисом, заменялись денежными выплатами. В результате почти 80 % поступлений в государственный бюджет составили выплаты этого налога.;X;;;;;;;;;;;
land_tax;Земельный налог;X;;;;;;;;;;;
land_tax_desc;В 1873 году в Японской империи был введён единый земельный налог, размер которого независимо от урожая составлял 3 % от стоимости земли. Подати рисом, заменялись денежными выплатами. В результате почти 80 % поступлений в государственный бюджет составили выплаты этого налога.;X;;;;;;;;;;;
japan_imperial_university_title;Императорский университет;X;;;;;;;;;;;
japan_imperial_university_desc;В 1872 году правительством был издан указ о создании новой системы образования на основе французской. Японская империя разделась на 8 округов с 32 районами. В каждом округе планировалось учредить университет. В 1877 году был создан в Токио первый Императорский университет.;X;;;;;;;;;;;
imperial_university;Императорский университет;X;;;;;;;;;;;
japan_shipbuilding_title;Кораблестроительная программа;X;;;;;;;;;;;
japan_shipbuilding_disc;Первую программу военного кораблестроения Японии разработали в 1860-е гг., когда комиссия по военным делам представила план береговой обороны, в соответствии с которым всю страну предполагалось разделить на 15 морских округов. Для защиты их планировалось построить 370 кораблей, разделённых на 15 эскадр. Развитие флота поневоле стимулировалось нахождением в японских водах англо-франко-голландской эскадры.;X;;;;;;;;;;;
shipbuilding_program;Кораблестроительная программа;X;;;;;;;;;;;
EVTNAME95306;Система наград;X;;;;;;;;;;;
EVTDESC95306;Наградная система в Японской Империи начала формироваться в эпоху Мэйдзи. Результатом их работы стало учреждение ордена Восходящего солнца (1875), ордена Хризантемы на Большой ленте (1877), ордена Хризантемы с цепью (1888), ордена Восходящего солнца с цветами павлонии на Большой ленте (1888), ордена Драгоценной короны (1888) и ордена Священного сокровища (1888). Первая церемония награждения японскими орденами была проведена 31 декабря 1875 года в Токио. Наград были удостоены император Японии и семь членов императорской семьи. Ордена также вручили участникам восстановления власти императора.;X;;;;;;;;;;;
EVTOPTA95306;Отлично!;X;;;;;;;;;;;
japan_danger_title;Потенциальная угроза;X;;;;;;;;;;;
japan_danger_desc;Корея, ввиду её географической близости к Японии, рассматривалась последней как «нож, направленный в сердце Японии». Недопущение иностранного, особенно европейского, контроля над Кореей, а желательно взятие её под свой контроль, было главной целью японской внешней политики;X;;;;;;;;;;;
EVTNAME95307;Пятистатейная присяга;X;;;;;;;;;;;
EVTDESC95307;6 апреля 1868 Император издал Пятистатейную присягу, в которой изложил основные принципы реставрационного курса. Они предусматривали коллегиальность управления, участие всех сословий в выработке решений, отказ от ксенофобии и соблюдения международного права, открытость Японии миру ради получения новых знаний, необходимых для укрепления страны. Присяга была составлена перед японскими божествами всеми членами правительства в присутствии Императора.;X;;;;;;;;;;;
EVTOPTA95307;Только вперед!;X;;;;;;;;;;;
EVTNAME95308;Утверждена структура правительства;X;;;;;;;;;;;
EVTDESC95308;11 июня 1868 была утверждена структура правительства, которая стала называться Великим государственным советом. Из Конституции США японцы позаимствовали формальное разделение власти на законодательную, исполнительную и судебную, и обязали чиновников переизбираться на должности каждые 4 года. В центральном правительстве были установлены старшие службы, которые выполняли роль министерств, а в регионах — младшие, которые представляли центральную власть на местах.;X;;;;;;;;;;;
EVTOPTA95308;Замечательно;X;;;;;;;;;;;
EVTNAME95309;Сто знаменитых видов Эдо;X;;;;;;;;;;;
EVTDESC95309;Cерия гравюр японского художника Хиросигэ, созданная им в период 1856—1858 гг. Состоит из 118 листов плюс 1 титульный. Серия включает 119 листов вертикального формата (oban tateye), объединенных общим сюжетом — изображением пейзажных и бытовых зарисовок города Эдо. Она является самой большой серией ксилографий этого размера, напечатанных в технике нишики-е (nishiki-e)из когда-либо созданных в Японии. Тема города Эдо (Токио) была одной из самых любимых художником, родившемся в нем. Всего на протяжении своей жизни он создал порядка 1080 листов, где бы фигурировала эта столица. В данной серии он осветил не только красоту Эдо, но включил также отсылки на историю, обычаи и легенды. Темой изображения гравюр послужили не самые известные места города, а те, которые заинтересовали мастера своей живописностью. Примерно треть листов показывает воду, которая окружала Эдо в ту эпоху. Горы, в особенности пик Фудзи, также фигурируют на пейзажном фоне.;X;;;;;;;;;;;
EVTOPTA95309;Отличные зарисовки;X;;;;;;;;;;;
EVTNAME95310;Государственной религией становится синтоизм;X;;;;;;;;;;;
EVTDESC95310;В первые же годы реставрации Мэйдзи был выпущен указ об отделении буддизма от синтоизма, создан Департамент Синтоизма, а также вышла официальная декларация, объявляющая синтоизм государственной религией Японии (до этого момента официальной государственной религией был буддизм). В апреле 1869 года император Мэйдзи лично провёл богослужение в церемониальном зале дворца, в ходе которого перед пантеоном ками принёс присягу, придав тем самым официальный статус союзу синтоизма и японского государства.;X;;;;;;;;;;;
EVTOPTA95310;Отлично!;X;;;;;;;;;;;
EVTNAME95311;Обожествление Ёсида Сёина;X;;;;;;;;;;;
EVTDESC95311;Ёсида Сёин японский политический деятель, философ, педагог и стратег средины XIX века конца периода Эдо. Один из теоретиков и духовных проводников реставрации Мэйдзи. В 1858 году  сёгунат заключил японо-американский договор о сотрудничестве и торговле, что вызвало острую критику японских интеллектуалов, и Сёина в частности. В 1859 году сёгунат начал репрессии против политической оппозиции и приказал Тёсю-хану выдать Сёина. Он прибыл в Эдо 21 ноября 1859 года и после допроса был казнён. Перед смертью, во время пребывания в камере, Сёин успел составить «Записи незабываемого духа» для своих последователей и «Письмо вечной разлуки» для родственников. После реставрации Мэйдзи, в которой активное участие принимали ученики Сёина, он был провозглашён синтоистским божеством, а в его честь в Токио возвели святилище Сёин.;X;;;;;;;;;;;
EVTOPTA95311;Великий человек;X;;;;;;;;;;;
EVTNAME95312;Установление памятниа Сайго Такамори;X;;;;;;;;;;;
EVTDESC95312;Сайго Такамори - один из наиболее влиятельных самураев в японской истории, участник Сацумского восстания против реформ Мейдзи. Потерпев поражение от правительственных войск близ Кумамото, Сайго отступил к Кагосиме. При осаде города был ранен и покончил с собой согласно самурайским обычаям. Правительство осознавало его популярность и, несмотря на то, что Сайго был объявлен мятежником и лишен всех титулов и званий, уже в 1889 году он был посмертно прощен. Более того, ему был присвоен один из высоких придворных рангов. Память о Сайго Такамори — выдающемся деятеле Реставрации Мэйдзи — увековечена бронзовой статуей, установленной в токийском парке Уэно. Создатель памятника известный скульптор Японии Такамура Коун.;X;;;;;;;;;;;
EVTOPTA95312;Последний самурай;X;;;;;;;;;;;
EVTNAME95313;Начало периода Тайсё;X;;;;;;;;;;;
EVTDESC95313;Эпоха Тайсе (яп. тайсе дзидай) - период в истории Японии, когда императором был Ёсихито. Девиз правления императора, давшее название эпохе — Тайсё ( «великая справедливость»). Эта эпоха была временем либерального движения, известного как «демократия Тайсё». К власти на смену гэнро пришли парламент и Демократическая партия.;X;;;;;;;;;;;
EVTOPTA95313;Эпоха Тайсе;X;;;;;;;;;;;
EVTNAME95314;Начало периода Сева;X;;;;;;;;;;;
EVTDESC95314;Период Сева - время правления императора Сева (Хирохито) . Период наиболее трагичный в истории страны и противоречивый. За эти годы Япония прошла сложный путь от либерализма и парламентской демократии к милитаризму, мировой войне, военному поражению, оккупации иностранными войсками, а затем к восстановлению экономики и процветанию.;X;;;;;;;;;;;
EVTOPTA95314;Эпоха Сёва;X;;;;;;;;;;;
taisho_period;Эпоха Тайсе;X;;;;;;;;;;;
taisho_period_desc;Эпоха Тайсе - период в истории Японии, когда императором был Ёсихито.;X;;;;;;;;;;;
showa_period;Период Сева;X;;;;;;;;;;;
showa_period_desc;Период Сева - время правления императора Сева;X;;;;;;;;;;;
EVTNAME95320;Распад союза;X;;;;;;;;;;;
EVTDESC95320;Государство прекратило своё существование в ходе гражданской войны 1838—1840 годов. Распад начался с отделения от федерации Никарагуа 5 ноября 1838 года. Следом отделились Гондурас, Коста-Рика и Гватемала. Государство Лос-Альтос было разделено между Мексикой и Гватемалой. Окончательно союз распался в 1840 году, когда последний оплот Федерации — Сальвадор, 31 марта объявил решение об упразднении Центральноамериканской Федерации;X;;;;;;;;;;;
EVTOPTA95320;Катастрофа!;X;;;;;;;;;;;
EVTNAME95340;Распад конфедерации;X;;;;;;;;;;;
EVTDESC95340;Государство прекратило своё существование после разгром войск Санта-Круса чилийской армией в союзе с перуанскими сепаратистами при Юнгае (янв. 1839). ;X;;;;;;;;;;;
EVTOPTA95340;Катастрофа!;X;;;;;;;;;;;
EVTNAME95321;Переворот;X;;;;;;;;;;;
EVTDESC95321;В 1871 году либералы произвели государственный переворот в Гватемале, и президентом стал генерал Руфино Баррильос. Он изгнал из Гватемалы монашеские ордена, конфисковал их имущество, а также имущество крупнейших консерваторов. При нём начались постройка железных дорог и предпринят ряд мер для развития сельского хозяйства и распространения грамотности населения.;X;;;;;;;;;;;
EVTOPTA95321;Катастрофа!;X;;;;;;;;;;;
EVTNAME95322;Юнайтед Фрут;X;;;;;;;;;;;
EVTDESC95322;Компания «Юнайтед Фрут» в начале XX века существенно расширила гватемальский порт Пуэрто-Барриос на атлантическом побережье страны. Затем она стала расширять порты Гватемалы на тихоокеанском побережье. В свою очередь генерал Хорхе Убико предоставил компании «Юнайтед Фрут» новые земли, причём совершенно бесплатно, и потому пользовался поддержкой США.;X;;;;;;;;;;;
EVTOPTA95322;Предоставить компании земли;X;;;;;;;;;;;
EVTOPTB95322;Мы и без них справимся;X;;;;;;;;;;;
EVTNAME95323;Юнайтед Фрут;X;;;;;;;;;;;
EVTDESC95323;В 1871 году президентом Томасом Гутьерресом принята новая конституция, отменившая смертную казнь и поощрявшая иностранные инвестиции. Американская компания «Юнайтед фрут» начала экспансию в Коста-Рику, скупая землю. Эта компания организовала в Коста-Рике крупное экспортное производство — помимо кофе, ещё и бананов, какао, ананасов и других культур. Компания также построила в Коста-Рике сеть железных дорог.;X;;;;;;;;;;;
EVTOPTA95323;Предоставить компании земли;X;;;;;;;;;;;
EVTOPTB95323;Мы и без них справимся;X;;;;;;;;;;;
united_fruit;«Юнайтед фрут»;X;;;;;;;;;;;
golden_law_title;Золотой закон;X;;;;;;;;;;;
golden_law_desc;К 1888 году Бразилия оставалась последней страной Западного полушария, в которой бытовало рабство. С притоком дешёвой рабочей силы иммигрантов оно уже не было выгодно экономически. Кроме того, Великобритания оказывала давление на Бразилию, требуя отменить рабство, которое якобы давало бразильской экономике несправедливые преимущества перед британскими колониями. Закон был составлен министром земледелия Антониу да Силва Праду и подписан принцессой Изабеллой, исполнявшей обязанности регента во время поездки её отца, императора Педру II, в Европу. Дата подписания, 13 мая, намеренно совпала с днём рождения Жуана VI, прадеда Изабеллы и отца первого императора Бразилии. Ближайшим последствием закона стало ухудшение положения землевладельцев-фазендейру и экономики страны в целом, что в итоге привело к падению Бразильской империи.;X;;;;;;;;;;;
EVTNAME95324;Каучуковая лихорадка;X;;;;;;;;;;;
EVTDESC95324;Каучуковая лихорадка - общее название социально-экономических, а также политических событий в истории приэкваториальных стран мира в конце ХIХ-ХХ веков, связанных с добычей каучука. Первая каучуковая «лихорадка» охватила латиноамериканские страны Амазонского бассейна между 1879 и 1912. Наибольшую известность в мире получила каучуковая лихорадка в Бразилии, ознаменовавшая собой прекрасную эпоху в жизни страны. Значительной по своим масштабам и значению была также каучуковая лихорадка в Перу. В меньшей степени ей также были затронуты периферийные регионы таких стран как Боливия, Колумбия и Эквадор. Каучук стал очередной латиноамериканской монокультурой.;X;;;;;;;;;;;
EVTOPTA95324;Отлично!;X;;;;;;;;;;;
EVTNAME95325;Политическая нестабильность;X;;;;;;;;;;;
EVTDESC95325;В XIX  веке латиноамериканская двухпартийная система лишь чисто внешне напоминала свой английский  прототип. И  консерваторы,  и  либералы были в это время партиями только в  условном  смысле.  Они  не  имели  какой-либо стройной и прочной организации, а оставались лишь группировками,  полуфеодальными кликами, ведущими между собой  междоусобную войну.  Их политическое кредо выражалось не в программных документах, а в откровенной ставке на определенного сильного лидера (каудильо), видящего перед собой одну-единственную цель - захват власти и создание авторитарного режима.     ;X;;;;;;;;;;;
EVTOPTA95325;Будем готовиться к худшему;X;;;;;;;;;;;
EVTNAME95326;Стабилизация;X;;;;;;;;;;;
EVTDESC95326;Наша страны вырвалась из пучины гражданской войны, правящая партия крепко стоит на ногах, а мятежники уничтожены;X;;;;;;;;;;;
EVTOPTA95326;Нас ждет светлое будущее;X;;;;;;;;;;;
political_instability;Политическая нестабильность;X;;;;;;;;;;;
political_instability_desc;Острое противостояние между консерваторами и либералами;X;;;;;;;;;;;
rubber_boom;Каучуковая лихорадка;X;;;;;;;;;;;
EVTNAME95350;Конец Империи ;X;;;;;;;;;;;
EVTDESC95350;«Золотой закон» вызвал негативную реакцию рабовладельцев, которая подточила политические основы монархии. Через несколько месяцев после парламентского кризиса, 15 ноября 1889 года военные лишили императора власти и провозгласили конец монархии и установление республики. Смена строя произошла бескровно. К императору и его семье отнеслись с заслуженным уважением, но предложили им покинуть страну.;X;;;;;;;;;;;
EVTOPTA95330;Да здравствует республика!;X;;;;;;;;;;;
build_christ_the_redeemer_title;Христос-Искупитель;X;;;;;;;;;;;
build_christ_the_redeemer_desc;В 1921 году приближающаяся столетняя годовщина национальной независимости Бразилии (1822 г.) вдохновила отцов города — Рио-де-Жанейро тогда являлся столицей Бразилии — на создание монумента Христа Искупителя. Журнал «О Крузейро» объявил сбор средств по подписке на сооружение памятника. В результате кампании было собрано 2,2 миллиона рейсов. К сбору средств подключилась и церковь: тогдашний архиепископ Рио-де-Жанейро дон Себастьян Леме принял большое участие в деле создания монумента. Постройка статуи продолжалась около девяти лет. 12 октября 1931 состоялось торжественное открытие и освящение монумента, ставшего символом Рио-де-Жанейро.;X;;;;;;;;;;;
christ_the_redeemer;Христос-Искупитель;X;;;;;;;;;;;
saenz_pena_law_title;Закон Саэнса Пеньи;X;;;;;;;;;;;
saenz_pena_law_desc;Закон Саэнса Пеньи — законодательный акт № 8871, одобренный Национальным Конгрессом Аргентины 10 февраля 1912 года благодаря усилиям президента Роке Саэнса Пеньи. Согласно данному закону право голоса получили все граждане Аргентины старше 18 лет. Голосование стало тайным, всеобщим и обязательным. Уклоняющиеся от голосования обязаны были уплатить штраф в 20 песо.;X;;;;;;;;;;;
EVTNAME95327;Кубинцы требуют независимости;X;;;;;;;;;;;
EVTDESC95327;В 1857—1866 годах Куба находилась в экономическом кризисе. Особенно сильно пострадала менее экономически развитая восточная часть острова. Колониальная испанская администрация продолжала получать высокие доходы, несмотря на кризис, но не инвестировала их в экономику острова, а тратила на военные расходы, правительственные расходы и посылала большие суммы в Испанию и на Фернандо-По. Испанцы составляли 8% населения Кубы и владели 90% богатства острова. Испания установила строгий контроль над кубинской торговлей, что лишь усугубляло последствия кризиса. Работорговля существовала, и экономика острова от неё существенно зависела. Большинство населения Кубы не имело никаких политических прав и свобод, в частности, они не имели права занимать какие-либо политические посты, что приводило к созданию подпольных организаций. Политические партии были вне закона. Кроме того, в 1868 году в Испании прошла революция, стимулировавшая антиколониальные и антирабовладельческие течения на Кубе.;X;;;;;;;;;;;
EVTOPTA95327;Не обращайте внимания;X;;;;;;;;;;;
struggle_for_independence;Борьба за независимость;X;;;;;;;;;;;
EVTNAME95328;Кубинская война за независимость;X;;;;;;;;;;;
EVTDESC95328;15 февраля 1895 г. Испания издала указ о создании на Кубе Консультативного совета при генерал-губернаторе. Этот указ на Кубе восприняли как нарушение прежнего обещания, данное кубинцам правительством метрополии о предоставлении острову более широкой автономии. 24 февраля 1895 г. на Кубе началось восстание против испанского владычества. Главная цель восстания заключалась в следующем: полное изгнание испанцев и установление на Кубе социализма. Революция сразу же стала популярной у основной массы населения. Вдохновителем восстания был Хосе Марти. Будучи поэтом и журналистом, он стал идеологическим представителем революции.;X;;;;;;;;;;;
EVTOPTA95328;Начать военные действия;X;;;;;;;;;;;
EVTOPTB95328;Мы должны пойти на уступки;X;;;;;;;;;;;
PUE;Пуэрто-Рико;X;;;;;;;;;;;
PUE_ADJ;Пуэрториканск.;X;;;;;;;;;;;
PUE_liberal;Либеральная партия;X;;;;;;;;;;;
PUE_conservative;Консервативная партия;X;;;;;;;;;;;
PUE_socialist;Социалистическая партия;X;;;;;;;;;;;
PUE_communist;Коммунистическая партия;X;;;;;;;;;;;
PUE_reactionary;Реакционная партия;X;;;;;;;;;;;
PUE_fascist;Фашистская партия;X;;;;;;;;;;;
PUE_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
JAM;Ямайка;X;;;;;;;;;;;
JAM_ADJ;Ямайск.;X;;;;;;;;;;;
JAM_liberal;Либеральная партия;X;;;;;;;;;;;
JAM_conservative;Консервативная партия;X;;;;;;;;;;;
JAM_socialist;Социалистическая партия;X;;;;;;;;;;;
JAM_communist;Коммунистическая партия;X;;;;;;;;;;;
JAM_reactionary;Реакционная партия;X;;;;;;;;;;;
JAM_fascist;Фашистская партия;X;;;;;;;;;;;
JAM_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
TDT;Тринидад и Тобаго;X;;;;;;;;;;;
TDT_ADJ;Тринидадск.;X;;;;;;;;;;;
TDT_liberal;Либеральная партия;X;;;;;;;;;;;
TDT_conservative;Консервативная партия;X;;;;;;;;;;;
TDT_socialist;Социалистическая партия;X;;;;;;;;;;;
TDT_communist;Коммунистическая партия;X;;;;;;;;;;;
TDT_reactionary;Реакционная партия;X;;;;;;;;;;;
TDT_fascist;Фашистская партия;X;;;;;;;;;;;
TDT_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
COD;Содружество Доминики;X;;;;;;;;;;;
COD_ADJ;Доминиканск.;X;;;;;;;;;;;
COD_liberal;Либеральная партия;X;;;;;;;;;;;
COD_conservative;Консервативная партия;X;;;;;;;;;;;
COD_socialist;Социалистическая партия;X;;;;;;;;;;;
COD_communist;Коммунистическая партия;X;;;;;;;;;;;
COD_reactionary;Реакционная партия;X;;;;;;;;;;;
COD_fascist;Фашистская партия;X;;;;;;;;;;;
COD_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
STL;Сент-Люсия;X;;;;;;;;;;;
STL_ADJ;Сент-Люсийск.;X;;;;;;;;;;;
STL_liberal;Либеральная партия;X;;;;;;;;;;;
STL_conservative;Консервативная партия;X;;;;;;;;;;;
STL_socialist;Социалистическая партия;X;;;;;;;;;;;
STL_communist;Коммунистическая партия;X;;;;;;;;;;;
STL_reactionary;Реакционная партия;X;;;;;;;;;;;
STL_fascist;Фашистская партия;X;;;;;;;;;;;
STL_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
STV;Сент-Винсент;X;;;;;;;;;;;
STV_ADJ;Сент-Винсентск.;X;;;;;;;;;;;
STV_liberal;Либеральная партия;X;;;;;;;;;;;
STV_conservative;Консервативная партия;X;;;;;;;;;;;
STV_socialist;Социалистическая партия;X;;;;;;;;;;;
STV_communist;Коммунистическая партия;X;;;;;;;;;;;
STV_reactionary;Реакционная партия;X;;;;;;;;;;;
STV_fascist;Фашистская партия;X;;;;;;;;;;;
STV_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
BAR;Барбадос;X;;;;;;;;;;;
BAR_ADJ;Барбадосск.;X;;;;;;;;;;;
BAR_liberal;Либеральная партия;X;;;;;;;;;;;
BAR_conservative;Консервативная партия;X;;;;;;;;;;;
BAR_socialist;Социалистическая партия;X;;;;;;;;;;;
BAR_communist;Коммунистическая партия;X;;;;;;;;;;;
BAR_reactionary;Реакционная партия;X;;;;;;;;;;;
BAR_fascist;Фашистская партия;X;;;;;;;;;;;
BAR_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
GRN;Гренада;X;;;;;;;;;;;
GRN_ADJ;Гренадск.;X;;;;;;;;;;;
GRN_liberal;Либеральная партия;X;;;;;;;;;;;
GRN_conservative;Консервативная партия;X;;;;;;;;;;;
GRN_socialist;Социалистическая партия;X;;;;;;;;;;;
GRN_communist;Коммунистическая партия;X;;;;;;;;;;;
GRN_reactionary;Реакционная партия;X;;;;;;;;;;;
GRN_fascist;Фашистская партия;X;;;;;;;;;;;
GRN_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
ANT;Антигуа и Барбуда;X;;;;;;;;;;;
ANT_ADJ;Антигуанск.;X;;;;;;;;;;;
ANT_liberal;Либеральная партия;X;;;;;;;;;;;
ANT_conservative;Консервативная партия;X;;;;;;;;;;;
ANT_socialist;Социалистическая партия;X;;;;;;;;;;;
ANT_communist;Коммунистическая партия;X;;;;;;;;;;;
ANT_reactionary;Реакционная партия;X;;;;;;;;;;;
ANT_fascist;Фашистская партия;X;;;;;;;;;;;
ANT_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
STK;Сент-Китс;X;;;;;;;;;;;
STK_ADJ;Сенткитск.;X;;;;;;;;;;;
STK_liberal;Либеральная партия;X;;;;;;;;;;;
STK_conservative;Консервативная партия;X;;;;;;;;;;;
STK_socialist;Социалистическая партия;X;;;;;;;;;;;
STK_communist;Коммунистическая партия;X;;;;;;;;;;;
STK_reactionary;Реакционная партия;X;;;;;;;;;;;
STK_fascist;Фашистская партия;X;;;;;;;;;;;
STK_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
MSR;Монтсеррат;X;;;;;;;;;;;
MSR_ADJ;Монтсерратск.;X;;;;;;;;;;;
MSR_liberal;Либеральная партия;X;;;;;;;;;;;
MSR_conservative;Консервативная партия;X;;;;;;;;;;;
MSR_socialist;Социалистическая партия;X;;;;;;;;;;;
MSR_communist;Коммунистическая партия;X;;;;;;;;;;;
MSR_reactionary;Реакционная партия;X;;;;;;;;;;;
MSR_fascist;Фашистская партия;X;;;;;;;;;;;
MSR_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
CUR;Кюрасао;X;;;;;;;;;;;
CUR_ADJ;Кюрасаосск.;X;;;;;;;;;;;
CUR_liberal;Либеральная партия;X;;;;;;;;;;;
CUR_conservative;Консервативная партия;X;;;;;;;;;;;
CUR_socialist;Социалистическая партия;X;;;;;;;;;;;
CUR_communist;Коммунистическая партия;X;;;;;;;;;;;
CUR_reactionary;Реакционная партия;X;;;;;;;;;;;
CUR_fascist;Фашистская партия;X;;;;;;;;;;;
CUR_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
ARU;Аруба;X;;;;;;;;;;;
ARU_ADJ;Арубск.;X;;;;;;;;;;;
ARU_liberal;Либеральная партия;X;;;;;;;;;;;
ARU_conservative;Консервативная партия;X;;;;;;;;;;;
ARU_socialist;Социалистическая партия;X;;;;;;;;;;;
ARU_communist;Коммунистическая партия;X;;;;;;;;;;;
ARU_reactionary;Реакционная партия;X;;;;;;;;;;;
ARU_fascist;Фашистская партия;X;;;;;;;;;;;
ARU_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
CAY;Каймановы острова;X;;;;;;;;;;;
CAY_ADJ;Кайманск.;X;;;;;;;;;;;
CAY_liberal;Либеральная партия;X;;;;;;;;;;;
CAY_conservative;Консервативная партия;X;;;;;;;;;;;
CAY_socialist;Социалистическая партия;X;;;;;;;;;;;
CAY_communist;Коммунистическая партия;X;;;;;;;;;;;
CAY_reactionary;Реакционная партия;X;;;;;;;;;;;
CAY_fascist;Фашистская партия;X;;;;;;;;;;;
CAY_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
GDL;Гваделупа;X;;;;;;;;;;;
GDL_ADJ;Гваделупск.;X;;;;;;;;;;;
GDL_liberal;Либеральная партия;X;;;;;;;;;;;
GDL_conservative;Консервативная партия;X;;;;;;;;;;;
GDL_socialist;Социалистическая партия;X;;;;;;;;;;;
GDL_communist;Коммунистическая партия;X;;;;;;;;;;;
GDL_reactionary;Реакционная партия;X;;;;;;;;;;;
GDL_fascist;Фашистская партия;X;;;;;;;;;;;
GDL_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
MAR;Маратха;X;;;;;;;;;;;
MAR_ADJ;Маратхск.;X;;;;;;;;;;;
MAR_liberal;Либеральная партия;X;;;;;;;;;;;
MAR_conservative;Консервативная партия;X;;;;;;;;;;;
MAR_socialist;Социалистическая партия;X;;;;;;;;;;;
MAR_communist;Коммунистическая партия;X;;;;;;;;;;;
MAR_reactionary;Реакционная партия;X;;;;;;;;;;;
MAR_fascist;Фашистская партия;X;;;;;;;;;;;
MAR_anarcho_liberal;Радикальная партия;X;;;;;;;;;;;
EVTNAME95360;Пуэрто-Рико;X;;;;;;;;;;;
EVTDESC95360;25 июля 1898 года во время испано-американской войны в Пуэрто-Рико вторглись американские войска, высадившись в муниципалитете Гуаника. В результате войны Испания была вынуждена уступить Пуэрто-Рико, а также Кубу, Филиппины и остров Гуам по Парижскому Договору 1898 года. Пуэрто-Рико вступил в XX век под военным управлением Соединённых Штатов, включая губернатора, назначаемого президентом США.;X;;;;;;;;;;;
EVTOPTA95360;Принять управление островом;X;;;;;;;;;;;
EVTOPTB95360;Нам это не нужно;X;;;;;;;;;;;
EVTNAME95361;Филиппины;X;;;;;;;;;;;
EVTDESC95361;В 1898 году после Испанско-американской войны Испания передала Филиппины Соединённым Штатам Америки в соответствии с Парижским мирным договором 1898 года.;X;;;;;;;;;;;
EVTOPTA95361;Принять управление республикой;X;;;;;;;;;;;
EVTOPTB95361;Нам это не нужно;X;;;;;;;;;;;
EVTNAME95362;Колония требует независимости;X;;;;;;;;;;;
EVTDESC95362;После отказа от предоставления самоуправления Канаде, в колонии усилились сепаратистские настроения. Мы должны принять меры, пока ситуация не стала критической;X;;;;;;;;;;;
